"Between 1 October 2017 and 30 September 2018, will an armed group from Zimbabwe engage in a campaign that systematically kills 1,000 or more civilians in Zimbabwe?",2017-09-29T17:00:18Z,2018-01-01T07:59:37Z,No,"['Yes', 'No']",['Security and Conflict'],201,654,53,237,"The EWP is asking forecasters to help provide early risk assessments to policy makers, NGOs, and other international actors about the systematic killing of civilians resulting in mass fatalities (Early Warning Project). This question is part of a series of quarterly questions (Good Judgment Inc). It will be suspended on 31 December 2017 and will be resolved in October 2018 after EWP assesses the situation in Zimbabwe from October 2017 through September 2018.. Armed groups include but are not limited to state security forces, rebel armies, and other militias. Campaigns that systematically kill civilians include, but are not limited to, policies which intentionally kill civilians en masse (e.g., military strategies that intentionally target civilians, mass execution of a specific group) and policies that knowingly result in widespread death (e.g., mass starvation, confiscation of health care supplies, forced relocation). In general, unrelated executions of individuals or the accidental killing of civilians in war will not be considered a campaign to systematically kill civilians. If an armed group is engaged in multiple campaigns that systematically kill civilians (e.g., in different geographic areas, or targeted against separate civilian groups) those fatalities will be counted separately and the question will only resolve as yes if 1,000 civilian fatalities occur in one or more campaigns. See Early Warning Project for examples. See GJ’s FAQ on forecasting questions like this. Confused? Check our FAQ or ask us for help.",https://www.gjopen.com/questions/619-between-1-october-2017-and-30-september-2018-will-an-armed-group-from-zimbabwe-engage-in-a-campaign-that-systematically-kills-1-000-or-more-civilians-in-zimbabwe
45234,2018-01-01T06:39:37Z,1,[4.0],[4.0],
368,2017-12-19T00:51:44Z,77,[0.0],[0.0],
37053,2017-12-18T15:21:01Z,1,[1.0],[1.0],
368,2017-12-18T02:30:01Z,76,[0.0],[0.0],
368,2017-12-16T20:35:35Z,75,[0.0],[0.0],
42437,2017-12-16T02:32:09Z,1,[5.0],[5.0],
368,2017-12-15T23:50:20Z,74,[0.0],[0.0],
368,2017-12-14T19:20:08Z,73,[0.0],[0.0],
691,2017-12-14T17:38:21Z,38,[0.0],[0.0],
368,2017-12-13T18:23:48Z,72,[0.0],[0.0],
368,2017-12-12T00:26:53Z,71,[0.0],[0.0],
368,2017-12-10T19:38:36Z,70,[0.0],[0.0],
1333,2017-12-10T15:35:48Z,9,[0.0],[-5.0],
691,2017-12-10T14:29:38Z,37,[0.0],[0.0],
368,2017-12-10T01:08:31Z,69,[0.0],[0.0],
368,2017-12-08T21:21:03Z,68,[0.0],[0.0],
368,2017-12-07T16:38:13Z,67,[0.0],[0.0],
368,2017-12-06T20:31:20Z,66,[0.0],[0.0],
368,2017-12-05T18:56:56Z,65,[0.0],[0.0],
691,2017-12-04T21:11:50Z,36,[0.0],[0.0],
368,2017-12-04T18:55:35Z,64,[0.0],[0.0],
22132,2017-12-04T02:31:53Z,1,[0.0],[0.0],
368,2017-12-04T01:14:56Z,63,[0.0],[0.0],
37488,2017-12-02T23:49:59Z,1,[0.0],[0.0],
368,2017-12-02T18:50:11Z,62,[0.0],[0.0],
42013,2017-12-01T05:45:57Z,1,[85.0],[85.0],
368,2017-11-30T22:30:33Z,61,[0.0],[0.0],
691,2017-11-30T17:02:40Z,35,[0.0],[0.0],
42026,2017-11-30T16:17:30Z,1,[5.0],[5.0],
368,2017-11-29T19:28:18Z,60,[0.0],[0.0],
41958,2017-11-28T21:16:01Z,1,[2.0],[2.0],
691,2017-11-28T20:38:05Z,34,[0.0],[0.0],
41924,2017-11-28T16:13:52Z,1,[2.0],[2.0],
368,2017-11-28T01:14:17Z,59,[0.0],[0.0],
41849,2017-11-27T21:45:15Z,1,[65.0],[65.0],
1333,2017-11-27T21:25:23Z,8,[5.0],[5.0],The old cabinet has been let go - up to 5% till we see if there is blowback.
368,2017-11-27T02:24:59Z,58,[0.0],[0.0],
41270,2017-11-26T21:12:28Z,1,[0.0],[0.0],
368,2017-11-26T01:41:15Z,57,[0.0],[0.0],
368,2017-11-24T16:39:52Z,56,[0.0],[0.0],
691,2017-11-24T16:20:19Z,33,[0.0],[0.0],
368,2017-11-24T01:30:30Z,55,[0.0],[0.0],
368,2017-11-23T00:13:05Z,54,[0.0],[0.0],
31201,2017-11-22T22:24:20Z,1,[0.0],[0.0],
1333,2017-11-22T02:07:02Z,7,[0.0],[-5.0],"http://www.bbc.com/news/world-africa-42071488# A letter from Mr Mugabe read out by the speaker of parliament said the decision was voluntary and he had made it to allow a smooth transfer of power. The news abruptly halted an impeachment hearing that had begun against him. The ruling Zanu-PF party says former vice-president Emmerson Mnangagwa will succeed Mr Mugabe, in power since 1980."
1333,2017-11-22T02:06:08Z,6,[5.0],[-20.0],
368,2017-11-22T00:24:49Z,53,[0.0],[0.0],
691,2017-11-21T21:47:08Z,32,[0.0],[0.0],
368,2017-11-20T21:45:53Z,52,[0.0],[0.0],
691,2017-11-20T18:02:36Z,31,[0.0],[0.0],
5180,2017-11-20T07:31:00Z,1,[5.0],[5.0],"I am from Africa. If you know the set up and what is going on there, there will be no such campaign. There might be killings by troops of civilians who are not happy with the outcome of what is happening with Mugabe in Zimbabwe at present, but the chances of people killed due to looting is a bigger possibility.The reason for aforesaid is because Zimbabwe citizen are poor and all are hoping for a better outcome and life than what they had up to now. They waited for 37 years to do something to get rid of Mugabe because everybody was scared of the military who killed any person who was against Mugabe and because the military was manipulated by Mugabe. It took 37 years for one person in the military to stand up and do something. The outcome of what is happening in Zimbabwe won't be the end of what happens in other African countries. These people of Africa always look what others do and eventually try to do the same. The chances are very good that something similar is already planned by another country in Africa, depending on the outcome in Zimbabwe."
368,2017-11-20T00:00:34Z,51,[0.0],[0.0],
373,2017-11-19T20:40:37Z,1,[2.0],[2.0],"Post-Mugabe, turmoil is inevitable, but hopefully not at such high levels as implied by the question"
37250,2017-11-19T15:14:47Z,1,[5.0],[5.0],
691,2017-11-19T14:25:16Z,30,[0.0],[-1.0],
368,2017-11-19T00:47:27Z,50,[0.0],[0.0],
41482,2017-11-18T23:29:29Z,1,[40.0],[40.0],
691,2017-11-18T19:54:43Z,29,[1.0],[-1.0],"Coming back down on this. Pretty much everybody is too relieved to go around killing each other, assuming this ends with some identifiable and generally agreed punctuation fairly soon."
1333,2017-11-18T19:32:32Z,5,[25.0],[10.0],
12302,2017-11-18T12:00:19Z,3,[2.0],[1.0],
368,2017-11-17T21:47:51Z,49,[0.0],[0.0],
1333,2017-11-17T17:00:17Z,4,[15.0],[10.0],The longer the situation goes unresolved or consolidation of power fails to occur introduces increasing risk of a play by a third party. uping temporarily to 15%
691,2017-11-17T15:14:24Z,28,[2.0],[-1.0],
691,2017-11-16T22:38:24Z,27,[3.0],[2.0],"The Zimbabwe military are generally well-behaved. This has not been the case with Mugabe's faction within ZANU-PF, although they mostly just beat people and steal their stuff when LIttle Bobby tells them to. I happen to know this, having been waved off a trip there several years ago because he had issued a call for mayhem to be visited on persons of a particular description."
368,2017-11-16T19:57:27Z,48,[0.0],[0.0],"The primary challenge eteeen the military, ZANU-PF Youth League and Women.s League ( all who support Gucci Grace) internecine conflict wi5n ZANUPF, has now agreed to allow the military (also ZANUPF) tosta iliza the situation, which the populace relieved at the current state of affairs, despite the uncertainty ahead."
35035,2017-11-16T19:19:05Z,1,[27.0],[27.0],"Definitely a possibility, but at this point I don't think we don't have a good picture of what's going on on the ground."
41318,2017-11-16T15:42:14Z,2,[3.0],[3.0],
1333,2017-11-16T14:43:56Z,3,[5.0],[-10.0],
37851,2017-11-16T02:51:04Z,1,[25.0],[25.0],
691,2017-11-15T22:06:40Z,26,[1.0],[1.0],"Coming up on this from zero what with one thing and another. It is possible that all the factions together might hit this number, but the odds are still against any one of them to do so."
18928,2017-11-15T16:16:58Z,1,[20.0],[20.0],"I think there's an increased likelihood of new violence following yesterday's coup / coup attempt. There's also historical precedent in the Gukurahundi clearances, which Mnangagwa facilitated. But it's not clear that (1) Mnangagwa and his faction have clear incentives to target civilians outside the ZANU-PF rank-and-file, and (2) that, if violence against civilians occurs, it would meet the 1,000 threshold."
1333,2017-11-15T11:42:01Z,2,[15.0],[15.0],Coup bloodless or not can have serious knock-on effects
35636,2017-11-15T10:44:23Z,1,[100.0],[100.0],"Coup is on. All those weapons, they'll easily kill 500, not sure about 1000, but it's a wild guess. The long timeline (30 September 2018) works in my favour too though."
41403,2017-11-15T05:09:01Z,1,[90.0],[90.0],Given that coupe has just started this is almost certainly going to happen
4729,2017-11-15T02:05:12Z,2,[20.0],[20.0],
691,2017-11-14T22:19:38Z,25,[0.0],[0.0],
8336,2017-11-14T21:40:36Z,1,[3.0],[3.0],
368,2017-11-14T19:30:31Z,47,[0.0],[0.0],
368,2017-11-13T22:17:31Z,46,[0.0],[0.0],
368,2017-11-13T01:22:41Z,45,[0.0],[0.0],
691,2017-11-12T21:46:59Z,24,[0.0],[0.0],
37533,2017-11-12T14:59:48Z,1,[0.0],[0.0],
368,2017-11-11T20:03:13Z,44,[0.0],[0.0],
368,2017-11-10T18:23:28Z,43,[0.0],[0.0],
368,2017-11-10T01:44:02Z,42,[0.0],[0.0],
691,2017-11-09T19:43:18Z,23,[0.0],[0.0],
41318,2017-11-09T06:10:04Z,1,[0.0],[0.0],
368,2017-11-08T19:59:37Z,41,[0.0],[0.0],
368,2017-11-07T19:04:07Z,40,[0.0],[0.0],
368,2017-11-06T18:51:02Z,39,[0.0],[0.0],
368,2017-11-05T22:25:45Z,38,[0.0],[0.0],
368,2017-11-04T22:00:29Z,37,[0.0],[0.0],
368,2017-11-03T17:21:06Z,36,[0.0],[0.0],
691,2017-11-03T15:24:30Z,22,[0.0],[0.0],
691,2017-11-02T19:03:39Z,21,[0.0],[0.0],
368,2017-11-02T17:23:18Z,35,[0.0],[0.0],
368,2017-11-01T21:48:42Z,34,[0.0],[0.0],
691,2017-11-01T18:38:41Z,20,[0.0],[0.0],
691,2017-10-31T22:35:49Z,19,[0.0],[0.0],
368,2017-10-31T18:35:22Z,33,[0.0],[0.0],
41060,2017-10-31T17:15:47Z,1,[2.0],[2.0],
368,2017-10-30T21:54:38Z,32,[0.0],[0.0],
6303,2017-10-30T03:39:20Z,3,[1.0],[1.0],Based on general news and GJP consensus.
368,2017-10-29T17:28:27Z,31,[0.0],[0.0],
691,2017-10-29T12:55:40Z,18,[0.0],[0.0],
368,2017-10-29T01:30:11Z,30,[0.0],[0.0],
368,2017-10-27T20:07:50Z,29,[0.0],[0.0],
691,2017-10-27T18:29:39Z,17,[0.0],[0.0],
691,2017-10-26T21:39:02Z,16,[0.0],[0.0],
368,2017-10-26T17:52:09Z,28,[0.0],[0.0],
368,2017-10-25T23:33:48Z,27,[0.0],[0.0],
691,2017-10-25T15:09:38Z,15,[0.0],[0.0],
691,2017-10-24T20:27:26Z,14,[0.0],[0.0],
368,2017-10-24T18:45:43Z,26,[0.0],[0.0],
368,2017-10-23T20:05:02Z,25,[0.0],[0.0],
6303,2017-10-23T02:44:39Z,2,[0.0],[-1.0],Based on general news and GJP consensus.
427,2017-10-23T02:19:11Z,1,[0.0],[0.0],
368,2017-10-21T21:18:42Z,24,[0.0],[0.0],
691,2017-10-21T19:33:19Z,13,[0.0],[0.0],
368,2017-10-20T23:04:02Z,23,[0.0],[0.0],
691,2017-10-20T19:39:43Z,12,[0.0],[0.0],
134,2017-10-20T19:18:27Z,1,[0.0],[0.0],
368,2017-10-19T21:38:31Z,22,[0.0],[0.0],
691,2017-10-19T14:13:07Z,11,[0.0],[0.0],
368,2017-10-18T20:35:22Z,21,[0.0],[0.0],
691,2017-10-18T19:15:42Z,10,[0.0],[0.0],
40258,2017-10-18T10:10:29Z,1,[5.0],[5.0],
368,2017-10-17T19:46:07Z,20,[0.0],[0.0],
691,2017-10-16T21:44:45Z,9,[0.0],[0.0],
368,2017-10-16T20:27:28Z,19,[0.0],[0.0],
6303,2017-10-16T04:29:29Z,1,[1.0],[1.0],Based on general news and GJP consensus.
691,2017-10-15T23:31:09Z,8,[0.0],[0.0],
368,2017-10-15T20:50:41Z,18,[0.0],[0.0],
368,2017-10-14T17:03:38Z,17,[0.0],[0.0],
691,2017-10-14T13:09:58Z,7,[0.0],[0.0],
368,2017-10-13T23:37:43Z,16,[0.0],[0.0],
691,2017-10-13T19:15:53Z,6,[0.0],[0.0],
12302,2017-10-13T10:31:26Z,2,[1.0],[-4.0],
38116,2017-10-13T00:14:31Z,1,[1.0],[1.0],
368,2017-10-11T20:07:56Z,15,[0.0],[0.0],
368,2017-10-11T19:57:09Z,14,[0.0],[0.0],
368,2017-10-10T18:20:47Z,13,[0.0],[0.0],
368,2017-10-09T20:15:42Z,12,[0.0],[0.0],
4729,2017-10-09T19:42:22Z,1,[0.0],[0.0],
368,2017-10-08T19:08:35Z,11,[0.0],[0.0],
40642,2017-10-08T17:26:40Z,1,[0.0],[0.0],
691,2017-10-08T13:19:47Z,5,[0.0],[0.0],
368,2017-10-07T20:03:33Z,10,[0.0],[0.0],
368,2017-10-06T19:42:04Z,9,[0.0],[0.0],
691,2017-10-06T13:07:56Z,4,[0.0],[0.0],
368,2017-10-05T18:19:50Z,8,[0.0],[0.0],
5018,2017-10-05T04:55:34Z,1,[0.0],[0.0],
368,2017-10-04T18:26:15Z,7,[0.0],[0.0],
15196,2017-10-04T03:34:22Z,1,[0.0],[0.0],
12302,2017-10-03T23:29:13Z,1,[5.0],[5.0],
691,2017-10-03T20:56:41Z,3,[0.0],[0.0],
368,2017-10-03T18:48:40Z,6,[0.0],[0.0],
22264,2017-10-03T13:12:40Z,1,[0.0],[0.0],
691,2017-10-02T19:54:58Z,2,[0.0],[-1.0],
368,2017-10-02T19:08:05Z,5,[0.0],[0.0],
368,2017-10-02T18:47:16Z,4,[0.0],[0.0],
40272,2017-10-02T18:32:06Z,1,[97.0],[97.0],
40490,2017-10-02T17:43:08Z,1,[8.0],[8.0],
16272,2017-10-02T17:34:27Z,1,[75.0],[75.0],
35398,2017-10-02T00:09:11Z,1,[0.0],[0.0],
37474,2017-10-01T23:09:27Z,1,[0.0],[0.0],
368,2017-10-01T19:15:51Z,3,[0.0],[0.0],
14308,2017-10-01T13:37:02Z,1,[0.0],[0.0],
1333,2017-10-01T00:17:24Z,1,[0.0],[0.0],
368,2017-09-30T20:04:48Z,2,[0.0],[0.0],
39978,2017-09-30T11:08:11Z,1,[0.0],[0.0],
368,2017-09-29T22:30:58Z,1,[0.0],[0.0],
12879,2017-09-29T20:56:29Z,1,[25.0],[25.0],
691,2017-09-29T20:16:29Z,1,[1.0],[1.0],Nobody kills that many people in Zimbabwe unless Little Bobby Mugabe or his lovely wife Appalling Grace tells them to. It will be a while yet before this happens.
