"Between 1 October 2017 and 30 September 2018, will an armed group from Turkey engage in a campaign that systematically kills 1,000 or more civilians in Turkey?",2017-09-29T17:00:04Z,2018-01-01T07:59:37Z,No,"['Yes', 'No']",['Security and Conflict'],262,654,56,237,"The EWP is asking forecasters to help provide early risk assessments to policy makers, NGOs, and other international actors about the systematic killing of civilians resulting in mass fatalities (Early Warning Project). This question is part of a series of quarterly questions (Good Judgment Inc). It will be suspended on 31 December 2017 and will be resolved in October 2018 after EWP assesses the situation in Turkey from October 2017 through September 2018. Armed groups include but are not limited to state security forces, rebel armies, and other militias. Campaigns that systematically kill civilians include, but are not limited to, policies which intentionally kill civilians en masse (e.g., military strategies that intentionally target civilians, mass execution of a specific group) and policies that knowingly result in widespread death (e.g., mass starvation, confiscation of health care supplies, forced relocation). In general, unrelated executions of individuals or the accidental killing of civilians in war will not be considered a campaign to systematically kill civilians. If an armed group is engaged in multiple campaigns that systematically kill civilians (e.g., in different geographic areas, or targeted against separate civilian groups) those fatalities will be counted separately and the question will only resolve as yes if 1,000 civilian fatalities occur in one or more campaigns. See Early Warning Project for examples. See GJ’s FAQ on forecasting questions like this. Confused? Check our FAQ or ask us for help.",https://www.gjopen.com/questions/621-between-1-october-2017-and-30-september-2018-will-an-armed-group-from-turkey-engage-in-a-campaign-that-systematically-kills-1-000-or-more-civilians-in-turkey
45234,2018-01-01T06:39:28Z,1,[20.0],[20.0],
368,2017-12-24T02:22:58Z,81,[0.0],[0.0],
42821,2017-12-23T16:36:35Z,2,[25.0],[-15.0],
42821,2017-12-23T16:35:40Z,1,[40.0],[40.0],
1034,2017-12-23T08:03:29Z,55,[0.0],[0.0],
691,2017-12-22T21:03:52Z,37,[0.0],[0.0],
368,2017-12-22T17:20:00Z,80,[0.0],[0.0],
1034,2017-12-22T11:21:22Z,54,[0.0],[0.0],
368,2017-12-21T23:38:03Z,79,[0.0],[0.0],
25141,2017-12-21T18:01:39Z,1,[0.0],[0.0],
1034,2017-12-21T15:31:25Z,53,[0.0],[0.0],
368,2017-12-20T18:38:08Z,78,[0.0],[0.0],
1034,2017-12-20T05:21:46Z,52,[0.0],[0.0],
368,2017-12-20T02:35:02Z,77,[0.0],[0.0],
42543,2017-12-19T22:58:26Z,1,[15.0],[15.0],
691,2017-12-19T17:45:40Z,36,[0.0],[0.0],
1034,2017-12-19T05:47:10Z,51,[0.0],[0.0],
368,2017-12-19T05:35:58Z,76,[0.0],[0.0],
368,2017-12-19T00:53:20Z,75,[0.0],[0.0],
1034,2017-12-18T16:56:03Z,50,[0.0],[0.0],
37053,2017-12-18T15:20:02Z,1,[1.0],[1.0],
1034,2017-12-18T05:33:37Z,49,[0.0],[0.0],
368,2017-12-18T02:32:25Z,74,[0.0],[0.0],
1034,2017-12-17T07:02:26Z,48,[0.0],[0.0],
368,2017-12-16T20:37:22Z,73,[0.0],[0.0],
1034,2017-12-16T05:40:07Z,47,[0.0],[0.0],
42437,2017-12-16T02:31:35Z,1,[4.0],[4.0],
368,2017-12-15T23:53:53Z,72,[0.0],[0.0],
2965,2017-12-15T03:27:10Z,7,[0.0],[0.0],
368,2017-12-14T19:22:33Z,71,[0.0],[0.0],
691,2017-12-14T17:38:28Z,35,[0.0],[0.0],
1034,2017-12-14T05:44:52Z,46,[0.0],[0.0],
368,2017-12-13T18:26:56Z,70,[0.0],[0.0],
1034,2017-12-13T07:34:17Z,45,[0.0],[0.0],
1034,2017-12-12T08:40:28Z,44,[0.0],[0.0],
368,2017-12-12T00:30:15Z,69,[0.0],[0.0],
1034,2017-12-11T05:35:10Z,43,[0.0],[0.0],
368,2017-12-10T19:40:02Z,68,[0.0],[0.0],
1333,2017-12-10T15:38:39Z,5,[5.0],[-10.0],"I was higher on this but it occurs to me that in Turkish/Kurd histories, Kurds are Citizen Soldiers and Turkish press aways reports them as combatant deaths."
691,2017-12-10T14:29:47Z,34,[0.0],[0.0],
1034,2017-12-10T08:30:12Z,42,[0.0],[0.0],
42244,2017-12-09T23:23:35Z,1,[0.0],[0.0],
1034,2017-12-09T08:20:57Z,41,[0.0],[0.0],
368,2017-12-08T21:22:38Z,67,[0.0],[0.0],
1034,2017-12-08T08:08:44Z,40,[0.0],[0.0],
1034,2017-12-08T03:50:31Z,39,[0.0],[0.0],
368,2017-12-06T20:35:57Z,66,[0.0],[0.0],
1034,2017-12-06T06:04:39Z,38,[0.0],[0.0],
368,2017-12-05T18:59:20Z,65,[0.0],[0.0],
1034,2017-12-05T07:56:29Z,37,[0.0],[0.0],
691,2017-12-04T21:12:03Z,33,[0.0],[0.0],
368,2017-12-04T18:56:46Z,64,[0.0],[0.0],
22132,2017-12-04T02:28:54Z,1,[0.0],[0.0],
368,2017-12-04T01:19:11Z,63,[0.0],[0.0],
1034,2017-12-04T00:43:12Z,36,[0.0],[0.0],
37488,2017-12-02T23:47:48Z,1,[0.0],[0.0],
368,2017-12-02T18:50:32Z,62,[0.0],[0.0],
1034,2017-12-02T06:05:22Z,35,[0.0],[0.0],
1034,2017-12-01T07:26:41Z,34,[0.0],[0.0],
368,2017-11-30T22:32:01Z,61,[0.0],[0.0],
691,2017-11-30T17:02:50Z,32,[0.0],[0.0],
42026,2017-11-30T16:17:04Z,1,[5.0],[5.0],
1034,2017-11-30T06:05:43Z,33,[0.0],[0.0],
368,2017-11-29T19:30:24Z,60,[0.0],[0.0],
368,2017-11-28T21:40:48Z,59,[0.0],[0.0],
41958,2017-11-28T21:15:41Z,1,[1.0],[1.0],
691,2017-11-28T20:38:21Z,31,[0.0],[0.0],
41924,2017-11-28T16:13:26Z,1,[0.0],[0.0],
1034,2017-11-28T07:45:52Z,32,[0.0],[0.0],
368,2017-11-28T01:15:58Z,58,[0.0],[0.0],
1333,2017-11-27T21:25:51Z,4,[15.0],[-10.0],
1034,2017-11-27T06:58:58Z,31,[0.0],[0.0],
368,2017-11-27T02:26:29Z,57,[0.0],[0.0],
41270,2017-11-26T21:07:39Z,1,[1.0],[1.0],
1034,2017-11-26T07:14:14Z,30,[0.0],[0.0],
368,2017-11-26T01:42:28Z,56,[0.0],[0.0],
1034,2017-11-25T07:54:51Z,29,[0.0],[0.0],
1034,2017-11-24T20:14:30Z,28,[0.0],[0.0],
368,2017-11-24T16:41:55Z,55,[0.0],[0.0],
691,2017-11-24T16:20:31Z,30,[0.0],[-1.0],
368,2017-11-24T01:32:09Z,54,[0.0],[0.0],
41523,2017-11-23T05:47:57Z,1,[5.0],[5.0],
368,2017-11-23T00:14:38Z,53,[0.0],[0.0],
31201,2017-11-22T22:24:48Z,1,[0.0],[0.0],
1034,2017-11-22T06:42:44Z,27,[0.0],[0.0],
368,2017-11-22T00:26:45Z,52,[0.0],[0.0],
691,2017-11-21T21:47:17Z,29,[1.0],[0.0],
1034,2017-11-21T06:39:02Z,26,[0.0],[0.0],
368,2017-11-20T21:47:56Z,51,[0.0],[0.0],
15556,2017-11-20T20:43:21Z,1,[15.0],[15.0],"Preliminary Forecast: I am frankly bewildered by the 0% probability forecaster consensus on this question with almost no analysis. Perhaps I do not understand EWP's prerequisites for 1,000 civilian deaths to be considered part of a ""systematic campaign,"" or perhaps I have made some other error."
1034,2017-11-20T18:36:10Z,25,[0.0],[0.0],
691,2017-11-20T18:02:47Z,28,[1.0],[0.0],
368,2017-11-20T00:02:35Z,50,[0.0],[0.0],
373,2017-11-19T20:38:13Z,1,[2.0],[2.0],Also erratic leadership
37250,2017-11-19T15:15:13Z,1,[0.0],[0.0],
1034,2017-11-19T07:17:37Z,24,[0.0],[0.0],
368,2017-11-19T01:02:51Z,49,[0.0],[0.0],
368,2017-11-19T00:48:39Z,48,[0.0],[0.0],
41482,2017-11-18T23:29:10Z,1,[0.0],[0.0],
1034,2017-11-18T21:27:48Z,23,[0.0],[0.0],
691,2017-11-18T19:55:24Z,27,[1.0],[0.0],
39937,2017-11-18T09:37:43Z,1,[0.0],[0.0],
368,2017-11-17T21:49:30Z,47,[0.0],[0.0],
1333,2017-11-17T17:01:17Z,3,[25.0],[10.0],My twittersphere is full of anecdotal reports of engagements.
691,2017-11-17T15:14:32Z,26,[1.0],[0.0],
368,2017-11-16T20:03:36Z,46,[0.0],[0.0],
691,2017-11-15T22:07:07Z,25,[1.0],[0.0],"As long as there are Kurds to kill, you never want to zero out Turkey on this one."
691,2017-11-14T22:19:47Z,24,[1.0],[0.0],
8336,2017-11-14T21:37:50Z,1,[5.0],[5.0],
368,2017-11-14T19:32:04Z,45,[0.0],[0.0],
368,2017-11-13T01:24:40Z,44,[0.0],[0.0],
691,2017-11-12T21:47:16Z,23,[1.0],[0.0],
41362,2017-11-12T18:58:51Z,1,[3.0],[3.0],"Erdogen's position is secure and the military is weak, so another coup attempt is unlikely any time soon. Instability is bad for business, which is bad for Erdogen, his more west-oriented CHP opposition, and the Alevis. It looks like things are stable with the PKK (Kurds), but it is possible what is happening in Iraqi Kurdistan could lead to some uprising in Turkey, prompting a violent crackdown (but that's not likely). It is also possible that as ISIS loses it's territory they'll focus more on terrorism globally, which could affect Turkey and cause some type of crackdown if certain communities are blamed for fostering them."
37533,2017-11-12T15:00:15Z,1,[0.0],[0.0],
1034,2017-11-12T05:25:32Z,22,[0.0],[0.0],
368,2017-11-11T20:04:28Z,43,[0.0],[0.0],
368,2017-11-10T18:24:32Z,42,[0.0],[0.0],
1034,2017-11-10T16:42:38Z,21,[0.0],[0.0],
368,2017-11-10T01:45:40Z,41,[0.0],[0.0],
691,2017-11-09T19:43:25Z,22,[1.0],[0.0],
2965,2017-11-09T14:23:22Z,6,[0.0],[-3.0],
41318,2017-11-09T06:09:02Z,1,[7.0],[7.0],
368,2017-11-08T20:01:34Z,40,[0.0],[0.0],
368,2017-11-07T19:06:03Z,39,[0.0],[0.0],
368,2017-11-06T18:56:42Z,38,[0.0],[0.0],
368,2017-11-05T22:27:38Z,37,[0.0],[0.0],
1034,2017-11-05T06:04:30Z,20,[0.0],[0.0],
368,2017-11-04T22:02:02Z,36,[0.0],[0.0],
2965,2017-11-04T09:58:01Z,5,[3.0],[0.0],
1034,2017-11-04T06:15:20Z,19,[0.0],[0.0],
368,2017-11-03T17:23:13Z,35,[0.0],[0.0],
691,2017-11-03T15:24:44Z,21,[1.0],[0.0],
1034,2017-11-03T06:19:53Z,18,[0.0],[0.0],
691,2017-11-02T19:03:49Z,20,[1.0],[0.0],
368,2017-11-02T17:24:59Z,34,[0.0],[0.0],
1034,2017-11-02T05:19:35Z,17,[0.0],[0.0],
368,2017-11-01T21:50:19Z,33,[0.0],[0.0],
691,2017-11-01T18:38:51Z,19,[1.0],[0.0],
1034,2017-11-01T05:52:25Z,16,[0.0],[0.0],
691,2017-10-31T22:35:58Z,18,[1.0],[0.0],
368,2017-10-31T18:36:57Z,32,[0.0],[0.0],
1034,2017-10-31T06:28:40Z,15,[0.0],[0.0],
368,2017-10-30T21:56:00Z,31,[0.0],[0.0],
1034,2017-10-30T05:03:55Z,14,[0.0],[0.0],
6303,2017-10-30T03:44:29Z,3,[1.0],[0.0],Based on general news and GJP consensus.
368,2017-10-29T17:30:32Z,30,[0.0],[0.0],
1333,2017-10-29T16:38:57Z,2,[15.0],[-10.0],
691,2017-10-29T12:55:48Z,17,[1.0],[0.0],
1034,2017-10-29T06:01:58Z,13,[0.0],[0.0],
368,2017-10-29T01:32:47Z,29,[0.0],[0.0],
1034,2017-10-28T05:12:43Z,12,[0.0],[0.0],
368,2017-10-27T20:09:30Z,28,[0.0],[0.0],
1034,2017-10-27T20:00:52Z,11,[0.0],[0.0],
691,2017-10-27T18:29:50Z,16,[1.0],[0.0],
368,2017-10-26T17:56:06Z,27,[0.0],[0.0],
1034,2017-10-26T06:24:29Z,10,[0.0],[0.0],
368,2017-10-25T23:35:02Z,26,[0.0],[0.0],
1034,2017-10-25T18:04:41Z,9,[0.0],[0.0],
691,2017-10-25T15:09:45Z,15,[1.0],[0.0],
691,2017-10-24T20:27:38Z,14,[1.0],[0.0],
368,2017-10-24T18:47:30Z,25,[0.0],[0.0],
368,2017-10-23T20:06:22Z,24,[0.0],[0.0],
6303,2017-10-23T02:47:35Z,2,[1.0],[0.0],Based on general news and GJP consensus.
1034,2017-10-22T23:29:40Z,8,[0.0],[0.0],
368,2017-10-21T21:14:53Z,23,[0.0],[0.0],
1034,2017-10-21T20:40:49Z,7,[0.0],[0.0],
691,2017-10-21T19:33:28Z,13,[1.0],[0.0],
368,2017-10-20T23:05:27Z,22,[0.0],[0.0],
691,2017-10-20T19:40:37Z,12,[1.0],[0.0],
1034,2017-10-20T05:45:53Z,6,[0.0],[0.0],
368,2017-10-19T21:41:44Z,21,[0.0],[0.0],
691,2017-10-19T14:13:15Z,11,[1.0],[0.0],
368,2017-10-18T20:37:40Z,20,[0.0],[0.0],
691,2017-10-18T19:15:50Z,10,[1.0],[0.0],
40258,2017-10-18T10:06:46Z,1,[5.0],[5.0],the probability is not high because there is no election in this time. Before a parliamentary election I would say 80-90%
2965,2017-10-17T21:56:45Z,4,[3.0],[0.0],
368,2017-10-17T19:49:17Z,19,[0.0],[0.0],
691,2017-10-16T21:44:52Z,9,[1.0],[0.0],
368,2017-10-16T20:30:03Z,18,[0.0],[0.0],
6303,2017-10-16T04:34:34Z,1,[1.0],[1.0],Based on general news and GJP consensus.
691,2017-10-15T23:31:16Z,8,[1.0],[0.0],
368,2017-10-15T20:54:17Z,17,[0.0],[0.0],
1034,2017-10-15T19:57:47Z,5,[0.0],[0.0],
368,2017-10-14T17:05:03Z,16,[0.0],[0.0],
691,2017-10-14T13:10:07Z,7,[1.0],[0.0],
368,2017-10-13T23:39:44Z,15,[0.0],[0.0],
691,2017-10-13T19:16:02Z,6,[1.0],[0.0],
38116,2017-10-13T00:13:05Z,1,[1.0],[1.0],
368,2017-10-12T19:05:09Z,14,[0.0],[0.0],
368,2017-10-11T19:58:17Z,13,[0.0],[0.0],
368,2017-10-10T18:34:50Z,12,[0.0],[0.0],
368,2017-10-10T18:23:06Z,11,[0.0],[0.0],
368,2017-10-09T20:17:59Z,10,[0.0],[0.0],
4729,2017-10-09T19:43:55Z,1,[5.0],[5.0],
368,2017-10-08T19:10:05Z,9,[0.0],[0.0],
40642,2017-10-08T17:25:23Z,1,[0.0],[0.0],
691,2017-10-08T13:19:56Z,5,[1.0],[0.0],
368,2017-10-07T20:04:44Z,8,[0.0],[0.0],
368,2017-10-06T19:43:26Z,7,[0.0],[0.0],
691,2017-10-06T13:08:10Z,4,[1.0],[0.0],
368,2017-10-05T18:21:20Z,6,[0.0],[0.0],
20284,2017-10-05T17:08:04Z,1,[85.0],[85.0],With the Kurdish independence movement now established in Iraq the consequences will spill over to other Kurdish majority areas such as in Eastern Turkey. The Turkish government will meet this movement with force and there will be significant killings.
40054,2017-10-05T09:53:14Z,1,[0.0],[0.0],
1034,2017-10-05T08:53:13Z,4,[0.0],[0.0],
5018,2017-10-05T04:55:43Z,1,[0.0],[0.0],
36147,2017-10-04T11:55:25Z,1,[8.0],[8.0],"""other methods"" in this area"
12302,2017-10-03T23:29:54Z,1,[1.0],[1.0],
2965,2017-10-03T22:17:23Z,3,[3.0],[0.0],
691,2017-10-03T20:56:49Z,3,[1.0],[0.0],
368,2017-10-03T18:49:59Z,5,[0.0],[0.0],
40504,2017-10-03T13:28:46Z,1,[10.0],[10.0],
22264,2017-10-03T13:16:16Z,1,[0.0],[0.0],
38561,2017-10-03T06:28:25Z,1,[1.0],[1.0],
691,2017-10-02T19:55:10Z,2,[1.0],[-1.0],
368,2017-10-02T19:13:34Z,4,[0.0],[0.0],
40272,2017-10-02T18:30:14Z,1,[1.0],[1.0],
40490,2017-10-02T17:42:41Z,1,[0.0],[0.0],
16272,2017-10-02T17:33:39Z,1,[3.0],[3.0],
1034,2017-10-02T06:34:40Z,3,[0.0],[0.0],
37474,2017-10-01T23:19:14Z,1,[5.0],[5.0],
368,2017-10-01T19:17:39Z,3,[0.0],[0.0],
34920,2017-10-01T16:11:10Z,1,[0.0],[0.0],
14308,2017-10-01T13:36:47Z,1,[0.0],[0.0],
1034,2017-10-01T07:30:13Z,2,[0.0],[0.0],
1333,2017-10-01T00:14:32Z,1,[25.0],[25.0],
368,2017-09-30T20:05:58Z,2,[0.0],[0.0],
1034,2017-09-30T19:06:38Z,1,[0.0],[0.0],
368,2017-09-29T22:34:15Z,1,[0.0],[0.0],
2965,2017-09-29T21:26:17Z,2,[3.0],[0.0],Erdogan too crafty to leave fingerprints Compare and contrast Aleppo
12879,2017-09-29T20:58:25Z,1,[15.0],[15.0],
691,2017-09-29T20:17:58Z,1,[2.0],[2.0],Not quite clear yet how willing Erdogan is to have his military murder a lot of Kurds. I think he'd rather not. Stay tuned.
33887,2017-09-29T19:36:07Z,1,[100.0],[100.0],
2965,2017-09-29T17:29:09Z,1,[3.0],[3.0],
